text;target_emotion
Saya merasa bangga dan tidak menyesal menempuh jalan yang saya lalui;gembira
saya merasa lebih dari sebelumnya bahwa komputer tempat saya menuangkan kode dan seni adalah ekstensi dari diri saya sendiri dan itu sangat keren dalam buku saya, tetapi saya sangat romantis tentang kreativitas dan cenderung cocok dengan omong kosong artis stereotip jadi sebutir garam;gembira
saya merasa seperti setiap hari saya berjalan-jalan dengan begitu banyak stres dan kesedihan sehingga saya benar-benar kagum saya masih di sini bahwa saya masih berfungsi bahwa pada dasarnya saya masih orang yang ramah dan stabil;kaget
saya pribadi merasa menghadapi kematian yang kejam dengan keterbukaan mutlak misalnya di video yang belum bisa saya lakukan;marah
saya merasa takut;takut
saya merasa sangat tidak teratur dan terganggu dan saya berharap saya bisa menjawab beberapa pertanyaan yang sepertinya tidak dapat saya blokir atau lupakan atau jawab dengan jawaban yang logis uuuugh;marah
Saya ingat merasa gugup karena saya tidak berkembang jadi saya sangat senang;takut
saya merasa untuk Anda waktu tuan tercinta saya akan memberi tahu Anda bahwa ini benar;gembira
saya merasa sangat membutuhkan belum meminta bantuan amp u http cabeal;sedih
id senang melihat kampanye ini menjadi viral untuk membantu meningkatkan kesadaran dan dana untuk mendukung hotline sehingga lebih banyak wanita dan anak-anak dapat merasa aman sesuatu yang kebanyakan dari kita anggap remeh;gembira
saya harus memberitahu Anda saya merasa sangat bodoh berdiri di halaman saya menghidupkan motor membiarkannya berhenti menghidupkan motor dan membiarkannya berhenti kali untuk mendapatkan lebih banyak inci garis;sedih
saya merasa sangat sendirian dan terisolasi tetapi masalahnya adalah tidak ada yang bisa lebih jauh dari kebenaran;sedih
saya harus mengaku berjuang melalui membaca paruh pertama buku dan merasa jauh lebih baik melalui paruh kedua cerita;gembira
sejujurnya saya tidak pernah berharap merasa sangat rentan;takut
saya merasakan betapa sepenuhnya percaya dan bergantung pada saya, Anda, saya tidak tahan membayangkan tidak pernah berada di sini;sedih
saya punya alasan untuk percaya bahwa keyakinan saya dalam mempercayai mereka telah dikhianati oleh kebohongan atau lebih buruk lagi saya mulai meragukan apa yang ingin saya rasakan di sinilah segalanya menjadi berantakan;sedih
saya tidak perlu meyakinkan diri sendiri bahwa dia adalah belahan jiwa saya dan saya merasa sangat enggan untuk menggunakan kata itu tentang dia karena chemistry saya dengannya sebenarnya tidak seperti apa pun yang pernah saya alami;takut
saya di rumah dan merasa agak sedih;sedih
saya memutuskan bahwa saya merasa sangat terangsang sehingga saya harus melakukan sesuatu sebelum saya meledak;cinta
saya menatap matanya dalam-dalam dan menyatakan kepadanya bahwa saya sangat mencintainya dan bahwa apa yang dia anggap sebagai kemarahan adalah frustrasi saya karena merasa tidak mampu untuk merawatnya;sedih
saya merasa aneh menghabiskan waktu dan membuat suara yang terkadang mengerikan yang harus didengar orang;kaget
saya merasakan kehadiran yang dekat dan hidup dari masa lalu yang sangat dicintai;gembira
saya merasa menjengkelkan untuk mengatakan itu;marah
saya menyadari bahwa saya merasa sangat artistik karena pusat peradilan tidak terlalu baik kepada saya akhir-akhir ini;gembira
Saya merasa ingin menjadi sangat sangat memberontak sampai mereka menyesali apa yang telah mereka lakukan pada putri tunggal mereka;marah
saya mengungkapkan pembesaran dengan semua kesalahan dan kelemahannya dan menghibur tanpa henti dengan cara yang agak aneh di mana Anda merasa agak tidak memadai bahwa ada sesuatu yang tidak sepenuhnya benar bahwa sesuatu yang lebih baik dapat dilakukan dengan sedikit aplikasi sedikit lebih baik mendongeng;sedih
saya merasa takut dan kemudian benar-benar melakukan satu hal itu biasanya ternyata menjadi hal yang baik;takut
saya membiarkan setiap pikiran marah mengalir di kepala saya menangis ketika saya duduk dengan perasaan itu dan kemudian saya meyakinkan diri saya untuk melepaskannya;sedih
Saya memiliki hati untuk melayani untuk memperbaiki situasi mereka tetapi pada saat itu saya merasa sangat tidak berdaya;takut
saya merasa marah untuk bangun pagi-pagi;marah
saya bisa merasakan sakit mulai lebih awal di hari itu;sedih
saya sedang duduk di gereja pagi ini dan melihat sekeliling pada berbagai orang yang bertebaran di bangku dan bertanya-tanya berapa banyak dari mereka yang merasa dipukuli saat ini;sedih
saya merasa ditentukan oleh pikiran yang saya izinkan untuk mendominasi pemikiran saya;gembira
hari saya menerima kunci apartemen saya dan kami bisa masuk di dalamnya;gembira
saya merasakan celah yang sakit di hati saya;sedih
saya perlu merasa energik dan percaya diri;gembira
aku merasa tidak dicintai kamu ada di sana untuk mengingatkanku bahwa kamu mencintaiku;sedih
saya merasa bahwa kami memiliki dua terlalu banyak tapi oh well;gembira
saya merasa seperti saya menemukan kedamaian yang anggun namun tajam ini dalam diri saya tetapi kemudian tampaknya menghilang begitu cepat ketika kedamaian di dalam hati yang terasa seperti hancur;gembira
Saya merasa seperti artis yang tersiksa ketika saya berbicara dengannya;marah
Saya merasa itu tidak seburuk itu, tetapi saya mungkin tidak akan mengatakannya kepada Anda saat ini;sedih
saya menemukan diri saya merasa cukup diabaikan semacam diterima begitu saja Anda tahu;sedih
Saya suka cara dia berbicara kadang-kadang saya merasa malu ketika saya berada di dalam dirinya;takut
saya punya pocket qq dan merasa cukup percaya diri lol;gembira
saya ingin memberi tahu semua orang persis bagaimana perasaan saya tetapi segera setelah saya mulai, saya merasa sepuluh kali lebih menyedihkan dan berhenti berbicara;sedih
saya sangat senang Anda mencoba kit starter makeup mineral saya dan merasa lebih cantik, lebih cantik, dan lebih percaya diri daripada yang pernah Anda rasakan sebelumnya sehingga saya bersedia memberi Anda kesepakatan yang luar biasa;gembira
saya merasa seperti jalang egois untuk merasa seperti ini ketika orang miskin yang tak terhitung jumlahnya menderita pasti seratus kali lipat lebih dari saya;marah
saya merasa seperti tidak peduli berapa banyak persiapan yang saya lakukan, saya ditakdirkan untuk menjadi pengelana biasa saya dengan cepat;sedih
Saya merasa sisa musim ini akan terus sukses seperti kami di freestone;gembira
saya baru saja memutuskan untuk menutup iritasi dan menghindarinya sama sekali atau membuat kehadiran mereka terasa sama tidak diinginkan;sedih
saya tidak pernah merasa kekurangan dan saya pasti tidak pernah kelaparan;sedih
saya menghabiskan minuman kami dan pergi dan saya merasa semakin simpatik dan buruk untuk orang tua ini sampai pada titik di mana saya masih memikirkannya berjam-jam kemudian;cinta
saya tidak dapat menghilangkan perasaan tidak puas secara mendasar dengan pilihan saya dalam pemilihan pendahuluan yang demokratis;marah
saya membuat diri saya merasa agak cerdas dan terinspirasi kadang-kadang;gembira
saya tidak akan membahas lebih jauh membuat saya merasa sangat gelisah;takut
Saya tidak bisa merasakan bibir saya mati rasa dan terbakar;sedih
saya bisa lolos hari ini dengan garis lelucon ketika saya merasa seperti menjadi sarkastik bahwa saya merasa kasihan pada siapa pun yang tidak cukup beruntung untuk dilahirkan meksiko;marah
saya merasa ini datang dan saya tidak melakukan apa-apa tentang hal itu bukan itu kesalahan p docs karena saya menyebutkan merasa kesal pada janji terakhir kami dan dia tidak melakukan apa-apa;marah
aku berjuang untuknya ketika aku merasa itu hanya katanya dan tatapan alexander sepertinya berubah penasaran;kaget
saya merasa seperti penegasan namun kecil adalah apa yang saya butuhkan;marah
Saya hanya akan berakhir di sini karena saya merasa bodoh berbaring di tempat tidur saya mengetik tanpa henti selama beberapa menit terakhir;sedih
saya merasa dirugikan oleh Anda berulang-ulang;marah
saya merasa jengkel kadang-kadang karena dia mencoba untuk menahan saya dan hal-hal yang sakit mendorong atau tidak membuat marah dan meneriakinya;marah
saya agak merasa lebih kejam setelah menonton video non-kekerasan;marah
saya kembali ke mood un emo saya membaca kembali posting itu membuat saya merasa seperti saya bereaksi berlebihan atas sesuatu yang begitu kecil;marah
saya berjalan menjauh dari gereja dengan perasaan segar dan siap untuk menyambut minggu;sedih
saya merasa sangat diberkati terutama selama masa ujian yang sibuk;gembira
saya tidak perlu menghujani anak dengan hadiah untuk merasa seperti saya peduli;cinta
saya merasa sakit setiap kali saya membaca majalah sastra kanada yang luar biasa, misalnya, saya suka tunduk hanya untuk melihat saya di daftar jangan masuk;gembira
Saya pikir masalah terbesar adalah bahwa alih-alih mematikan sesuatu seperti ini, orang merasa perlu menjadi korban oleh sesuatu yang tidak ada hubungannya dengan mereka dan menulis blog tentang hal itu di publikasi peringkat dan itu menjadi murah hati;sedih
saya merasa sangat kosong dan mati rasa beberapa bulan terakhir;sedih
saya benar-benar merasa sangat berkecil hati karenanya;sedih
saya baru-baru ini kehilangan lbs dari yang saya peroleh selama setahun terakhir dan saya merasa luar biasa;gembira
saya mulai merasa khawatir;takut
saya punya firasat gadis kecil ini akan segera datang tapi saya masih merasa sangat tidak yakin kapan itu akan benar-benar terjadi;takut
saya menyesap malam ini dan saya merasa sangat lembut;gembira
saya merasa diberkati melampaui keyakinan untuk hidup di zaman amp hari ketika perawatan ini tersedia juga untuk memiliki suami yang pijakan tagihan medis yang sangat mahal;sedih
Saya benar-benar melakukan apa yang ingin saya lakukan saat mereka marah;marah
saya merasakan perubahan datang espa a hd target blank rel nofollow judul google img src http sky sport;sedih
id sebenarnya merasa kurang bermusuhan dengan ms daripada banyak linux saya menggunakan saudara-saudara akhir-akhir ini;marah
id juga merasa goyah jika id menghabiskan seminggu merenungkan bagaimana id baru saja mengganggu pekerjaan hidup saya;takut
Saya merasakan lonjakan adrenalin dan kegembiraan saat saya segera mengenali kedua burung ini sebagai sepasang murrelet marmer yang cantik;gembira
saya muak melihat cara kondektur bus mengusir seorang wanita tua keluar dari minibus hanya karena dia tidak bisa membayar ongkos untuk barang bawaannya;marah
saya berpikir tentang betapa hebatnya hidup orang lain, saya merasa jauh lebih buruk tentang hidup saya;sedih
saya merasa seperti sampah paling menyedihkan yang paling menyedihkan di planet ini;sedih
saya memaafkan diri saya bahwa saya telah menerima dan membiarkan diri saya untuk mengekspresikan diri sedemikian rupa sehingga saya bisa merasa lebih unggul dan lebih dari yang lain;sedih
saya merasa bagian serakah masuk;marah
saya puas saya menahan diri yang pada gilirannya membuat saya merasa puas dengan lingkungan saya menjadi diri saya sendiri dan hanya itu yang saya butuhkan;gembira
saya merasa dirugikan dan tidak berdaya;marah
saya merasa penasaran dan bingung;kaget
saya merasa lebih banyak nostalgia daripada yang saya rasakan setelah keluar dari sekolah;cinta
saya tahu adalah bahwa lebih baik bagi saya sebagai guru saya merasa pelajarannya lebih menyenangkan bahwa pekerjaan bahasa kurang artifisial dan rasanya menyenangkan bahwa apa yang saya ajarkan lebih dekat dengan apa yang mereka butuhkan daripada apa yang orang lain bahkan tidak ada pikir mereka membutuhkan;gembira
saya pikir saya ingin pergi ke pertemuan aa hanya untuk mendengar cerita tapi rasanya kasar;marah
saya tidak membutuhkan pengingat itu ditambah kata-katanya membuat saya merasa seolah-olah dia melihat saya sebagai orang yang menyedihkan;sedih
saya mengirim email atau mencoba berkomunikasi dalam kapasitas apa pun bahkan jika itu untuk pergi, beri tahu saya untuk pergi, perasaan dihormati dan dicintai adalah sesuatu yang tidak banyak terjadi dalam hidup saya sekarang;gembira
saya merasa sangat bodoh tiba-tiba;sedih
saya berbaring di tempat tidur saya dan mencoba menyembunyikan perasaan saya ketika gadis kecil saya yang manis merangkak ke tempat tidur yang diletakkan di atas saya dan berkata dengan lembut ibu apa yang mengganggu Anda;gembira
saya merasa sangat bodoh karena minggu pertama pameran itu bahkan tidak layak untuk dikerjakan;sedih
saya merasa sangat menangis hari ini saya yakin saya akan merasa lebih baik besok xxx;sedih
Saya merasa ragu sekarang untuk menjalani ini sendirian tetapi saya mencoba untuk tetap optimis;takut
saya berpikir untuk mengunci diri di rumah saya sampai saya berhasil mengatur semuanya tetapi saya merasa saya mungkin menjadi rewel dan terisolasi seperti teman tersayang ini a href http;marah
Saya punya perasaan saya akan sangat iri pada siapa pun yang menang karena saya benar-benar menginginkan yang ini untuk diri saya sendiri;marah
saya merasa seperti saya telah dipukuli dan melihat kembali pada minggu saya, saya dapat melihat mengapa;sedih
Saya bersyukur memiliki sistem pendukung yang kuat baik secara internal maupun eksternal yang dapat saya andalkan ketika saya merasa tidak pasti dan lemah;takut
saya melihatnya dan lagi saya merasa mengerikan;sedih
saya merasa putus asa tak berdaya dan lumpuh;sedih
saya merasa menyesal bahwa saya melakukan kontak dengan seseorang dengan siapa saya harus menjaga jarak;sedih
saya merasa semua orang yang akan merawat zach dalam beberapa cara perlu setidaknya sedikit dididik tentang apa yang baik dan apa yang tidak;cinta
saya menghargai campuran hard rock modern dan heavy metal klasik di album baru Faithsedge Jawaban dari kegilaan Saya juga merasa album ini kurang melodi yang kuat;gembira
Saya benci membicarakan hadiah karena saya merasa serakah;marah
saya harus merasakan kebencian atas kematian tak berdosa dari semua orang Amerika itu;gembira
saya tergoda pada awalnya untuk menyebutkan salah satu dari banyak proyek yang sedang berjalan keuskupan agung yang saya rasa sangat bersemangat seperti restorasi katedral santo patrick atau rencana strategis untuk sekolah katolik kami yang luar biasa;cinta
Saya tidak bisa membantu tetapi merasa seseorang akan marah pada saya;marah
saya suka ketika saya merasa panas dan cantik dan seksi;cinta
saya memakai ini ketika saya merasa lucu dan konyol;gembira
saya merasa sangat cantik dan saya tidak harus pergi keluar dalam cuaca dingin dengan kepala botak atau dengan wig yang saya tidak terlalu suka;gembira
saya tahu adalah bahwa saya pribadi merasa seperti tinggal di tempat tidur jam tidur hari tidak pernah bekerja lagi dalam hidup saya dan mungkin akhirnya mengambil yoga panas atau zumba atau gairah esque ibu rumah tangga lumpuh;cinta
